name,nationality,fastestLapTime
Marussia,Russian,01:31.8
"Super Aguri",Japanese,01:31.8
"Super Aguri",Japanese,01:31.8
McLaren,British,01:31.8
Williams,British,01:31.8
Marussia,Russian,01:31.8
"Toro Rosso",Italian,01:31.8
Sauber,Swiss,01:31.9
Ferrari,Italian,01:31.9
"Toro Rosso",Italian,01:31.9
"Red Bull",Austrian,01:31.9
Jaguar,British,01:31.9
McLaren,British,01:31.9
Spyker,Dutch,01:31.9
"Red Bull",Austrian,01:31.9
BAR,British,01:31.9
"Lotus F1",British,01:31.9
Ferrari,Italian,01:31.9
"Force India",Indian,01:31.9
"Force India",Indian,01:31.9
HRT,Spanish,01:32.0
BAR,British,01:32.0
"Force India",Indian,01:32.0
"Red Bull",Austrian,01:32.0
HRT,Spanish,01:32.0
"Force India",Indian,01:32.0
Virgin,British,01:32.0
Williams,British,01:32.0
HRT,Spanish,01:32.0
"Force India",Indian,01:32.0
Honda,Japanese,01:32.0
"Red Bull",Austrian,01:32.0
"Toro Rosso",Italian,01:32.0
Spyker,Dutch,01:32.1
Jordan,Irish,01:32.1
"Force India",Indian,01:32.1
Sauber,Swiss,01:32.1
"Toro Rosso",Italian,01:32.1
Ferrari,Italian,01:32.1
Williams,British,01:32.1
Ferrari,Italian,01:32.1
HRT,Spanish,01:32.2
Sauber,Swiss,01:32.2
Marussia,Russian,01:32.2
Sauber,Swiss,01:32.2
Ferrari,Italian,01:32.2
Renault,French,01:32.2
Caterham,Malaysian,01:32.3
Mercedes,German,01:32.3
McLaren,British,01:32.3
"Super Aguri",Japanese,01:32.3
"Haas F1 Team",American,01:32.3
Sauber,Swiss,01:32.3
Sauber,Swiss,01:32.3
Jaguar,British,01:32.3
Virgin,British,01:32.3
Toyota,Japanese,01:32.3
Williams,British,01:32.3
Toyota,Japanese,01:32.3
Renault,French,01:32.4
Toyota,Japanese,01:32.4
Toyota,Japanese,01:32.4
"Red Bull",Austrian,01:32.4
Williams,British,01:32.4
BAR,British,01:32.4
Renault,French,01:32.5
Mercedes,German,01:32.5
Renault,French,01:32.5
Toyota,Japanese,01:32.5
Renault,French,01:32.5
Jaguar,British,01:32.5
"Red Bull",Austrian,01:32.5
Ferrari,Italian,01:32.5
McLaren,British,01:32.5
"Force India",Indian,01:32.5
Renault,French,01:32.5
Renault,French,01:32.5
Ferrari,Italian,01:32.5
Virgin,British,01:32.5
McLaren,British,01:32.6
"Force India",Indian,01:32.6
"Red Bull",Austrian,01:32.6
Caterham,Malaysian,01:32.6
Sauber,Swiss,01:32.6
"Force India",Indian,01:32.6
Renault,French,01:32.6
"Red Bull",Austrian,01:32.6
Marussia,Russian,01:32.6
Sauber,Swiss,01:32.6
Lotus,Malaysian,01:32.6
Williams,British,01:32.6
Sauber,Swiss,01:32.7
"BMW Sauber",German,01:32.7
"Manor Marussia",British,01:32.7
Lotus,Malaysian,01:32.7
Sauber,Swiss,01:32.7
Renault,French,01:32.7
"Haas F1 Team",American,01:32.7
Sauber,Swiss,01:32.7
Williams,British,01:32.7
Honda,Japanese,01:32.7
Williams,British,01:32.7
Ferrari,Italian,01:32.7
Ferrari,Italian,01:32.7
Toyota,Japanese,01:32.7
"Force India",Indian,01:32.8
McLaren,British,01:32.8
"Force India",Indian,01:32.8
Toyota,Japanese,01:32.8
Ferrari,Italian,01:32.8
BAR,British,01:32.8
HRT,Spanish,01:32.8
Jordan,Irish,01:32.8
"Force India",Indian,01:32.8
Ferrari,Italian,01:32.8
Jaguar,British,01:32.8
Mercedes,German,01:32.8
McLaren,British,01:32.8
McLaren,British,01:32.8
"Red Bull",Austrian,01:32.8
Ferrari,Italian,01:32.8
Caterham,Malaysian,01:32.9
"Haas F1 Team",American,01:32.9
"Toro Rosso",Italian,01:32.9
HRT,Spanish,01:32.9
"Lotus F1",British,01:32.9
McLaren,British,01:32.9
HRT,Spanish,01:32.9
McLaren,British,01:32.9
Ferrari,Italian,01:32.9
Ferrari,Italian,01:32.9
Williams,British,01:32.9
Caterham,Malaysian,01:32.9
McLaren,British,01:32.9
BAR,British,01:32.9
Minardi,Italian,01:32.9
Lotus,Malaysian,01:32.9
Ferrari,Italian,01:33.0
"Haas F1 Team",American,01:33.0
"Red Bull",Austrian,01:33.0
McLaren,British,01:33.0
"Red Bull",Austrian,01:33.0
Williams,British,01:33.0
Mercedes,German,01:33.0
"Toro Rosso",Italian,01:33.0
Ferrari,Italian,01:33.0
Renault,French,01:33.0
Renault,French,01:33.0
Caterham,Malaysian,01:33.1
Renault,French,01:33.1
BAR,British,01:33.1
Minardi,Italian,01:33.1
Williams,British,01:33.1
McLaren,British,01:33.1
Sauber,Swiss,01:33.1
Williams,British,01:33.1
Ferrari,Italian,01:33.1
Ferrari,Italian,01:33.1
McLaren,British,01:33.1
"Toro Rosso",Italian,01:33.1
Williams,British,01:33.1
Mercedes,German,01:33.1
Ferrari,Italian,01:33.2
Sauber,Swiss,01:33.2
McLaren,British,01:33.2
Caterham,Malaysian,01:33.2
Toyota,Japanese,01:33.2
Renault,French,01:33.2
"Red Bull",Austrian,01:33.2
Ferrari,Italian,01:33.2
McLaren,British,01:33.2
McLaren,British,01:33.2
Ferrari,Italian,01:33.2
Virgin,British,01:33.3
Sauber,Swiss,01:33.3
McLaren,British,01:33.3
Jordan,Irish,01:33.3
McLaren,British,01:33.3
Ferrari,Italian,01:33.3
Brawn,British,01:33.3
Jordan,Irish,01:33.3
Sauber,Swiss,01:33.3
Ferrari,Italian,01:33.3
"BMW Sauber",German,01:33.3
Sauber,Swiss,01:33.3
McLaren,British,01:33.3
Honda,Japanese,01:33.4
"Red Bull",Austrian,01:33.4
McLaren,British,01:33.4
Sauber,Swiss,01:33.4
"Red Bull",Austrian,01:33.4
McLaren,British,01:33.4
"Red Bull",Austrian,01:33.4
Caterham,Malaysian,01:33.4
Renault,French,01:33.4
Williams,British,01:33.4
Jordan,Irish,01:33.4
Honda,Japanese,01:33.4
"Toro Rosso",Italian,01:33.4
BAR,British,01:33.5
Sauber,Swiss,01:33.5
Sauber,Swiss,01:33.5
"Red Bull",Austrian,01:33.5
"Red Bull",Austrian,01:33.5
"Red Bull",Austrian,01:33.5
Renault,French,01:33.5
Sauber,Swiss,01:33.5
"BMW Sauber",German,01:33.5
"Force India",Indian,01:33.5
"Force India",Indian,01:33.5
"BMW Sauber",German,01:33.5
Honda,Japanese,01:33.5
"Force India",Indian,01:33.5
McLaren,British,01:33.5
Mercedes,German,01:33.5
Williams,British,01:33.5
Williams,British,01:33.5
McLaren,British,01:33.5
McLaren,British,01:33.5
Mercedes,German,01:33.5
"Toro Rosso",Italian,01:33.5
Ferrari,Italian,01:33.5
Ferrari,Italian,01:33.5
Williams,British,01:33.6
Renault,French,01:33.6
Sauber,Swiss,01:33.6
Toyota,Japanese,01:33.6
McLaren,British,01:33.6
Williams,British,01:33.6
"BMW Sauber",German,01:33.6
Toyota,Japanese,01:33.6
"Toro Rosso",Italian,01:33.6
Lotus,Malaysian,01:33.6
Williams,British,01:33.6
Williams,British,01:33.6
"BMW Sauber",German,01:33.6
Sauber,Swiss,01:33.6
Williams,British,01:33.6
Renault,French,01:33.6
Ferrari,Italian,01:33.6
Renault,French,01:33.6
Ferrari,Italian,01:33.7
"Toro Rosso",Italian,01:33.7
"Toro Rosso",Italian,01:33.7
McLaren,British,01:33.7
"Super Aguri",Japanese,01:33.7
Toyota,Japanese,01:33.7
"Red Bull",Austrian,01:33.7
BAR,British,01:33.7
"Manor Marussia",British,01:33.7
McLaren,British,01:33.7
"Force India",Indian,01:33.7
Caterham,Malaysian,01:33.7
"Red Bull",Austrian,01:33.7
Ferrari,Italian,01:33.7
"BMW Sauber",German,01:33.7
"Red Bull",Austrian,01:33.7
"Red Bull",Austrian,01:33.7
McLaren,British,01:33.7
Mercedes,German,01:33.8
Ferrari,Italian,01:33.8
Honda,Japanese,01:33.8
"BMW Sauber",German,01:33.8
Ferrari,Italian,01:33.8
"Lotus F1",British,01:33.8
"BMW Sauber",German,01:33.8
McLaren,British,01:33.8
"Manor Marussia",British,01:33.8
Williams,British,01:33.8
BAR,British,01:33.8
Toyota,Japanese,01:33.8
HRT,Spanish,01:33.9
Sauber,Swiss,01:33.9
HRT,Spanish,01:33.9
Ferrari,Italian,01:33.9
Renault,French,01:33.9
Sauber,Swiss,01:33.9
Toyota,Japanese,01:33.9
"Toro Rosso",Italian,01:33.9
Brawn,British,01:33.9
McLaren,British,01:33.9
Honda,Japanese,01:33.9
McLaren,British,01:33.9
Williams,British,01:34.0
Honda,Japanese,01:34.0
"BMW Sauber",German,01:34.0
"Toro Rosso",Italian,01:34.0
"BMW Sauber",German,01:34.0
Toyota,Japanese,01:34.0
Mercedes,German,01:34.0
Toyota,Japanese,01:34.0
Honda,Japanese,01:34.0
Williams,British,01:34.0
"Red Bull",Austrian,01:34.0
Jordan,Irish,01:34.0
"Force India",Indian,01:34.0
Mercedes,German,01:34.1
McLaren,British,01:34.1
Honda,Japanese,01:34.1
"Toro Rosso",Italian,01:34.1
Toyota,Japanese,01:34.1
Ferrari,Italian,01:34.1
"Red Bull",Austrian,01:34.1
"Force India",Indian,01:34.1
"Toro Rosso",Italian,01:34.1
Williams,British,01:34.1
Sauber,Swiss,01:34.1
Williams,British,01:34.1
Ferrari,Italian,01:34.1
Ferrari,Italian,01:34.1
Renault,French,01:34.1
HRT,Spanish,01:34.2
Mercedes,German,01:34.2
BAR,British,01:34.2
Sauber,Swiss,01:34.2
Toyota,Japanese,01:34.2
McLaren,British,01:34.2
Mercedes,German,01:34.2
Virgin,British,01:34.2
Ferrari,Italian,01:34.2
Mercedes,German,01:34.2
Williams,British,01:34.2
Jaguar,British,01:34.2
Marussia,Russian,01:34.2
"Manor Marussia",British,01:34.2
"Red Bull",Austrian,01:34.2
Williams,British,01:34.2
Mercedes,German,01:34.2
Williams,British,01:34.2
Renault,French,01:34.3
Renault,French,01:34.3
Renault,French,01:34.3
Williams,British,01:34.3
"Red Bull",Austrian,01:34.3
McLaren,British,01:34.3
"Toro Rosso",Italian,01:34.3
McLaren,British,01:34.3
McLaren,British,01:34.3
"Force India",Indian,01:34.3
"Red Bull",Austrian,01:34.3
Williams,British,01:34.3
Toyota,Japanese,01:34.3
Williams,British,01:34.3
Marussia,Russian,01:34.3
Williams,British,01:34.3
Brawn,British,01:34.3
"Force India",Indian,01:34.3
Renault,French,01:34.3
Lotus,Malaysian,01:34.4
"Red Bull",Austrian,01:34.4
McLaren,British,01:34.4
Williams,British,01:34.4
"Toro Rosso",Italian,01:34.4
Toyota,Japanese,01:34.4
Ferrari,Italian,01:34.4
"BMW Sauber",German,01:34.4
"BMW Sauber",German,01:34.5
"BMW Sauber",German,01:34.5
Ferrari,Italian,01:34.5
Lotus,Malaysian,01:34.5
"Red Bull",Austrian,01:34.5
Toyota,Japanese,01:34.5
McLaren,British,01:34.5
Mercedes,German,01:34.5
Virgin,British,01:34.5
"BMW Sauber",German,01:34.5
"BMW Sauber",German,01:34.5
Sauber,Swiss,01:34.5
Mercedes,German,01:34.5
"Toro Rosso",Italian,01:34.5
Williams,British,01:34.5
"Red Bull",Austrian,01:34.5
"Red Bull",Austrian,01:34.6
Sauber,Swiss,01:34.6
"Red Bull",Austrian,01:34.6
"BMW Sauber",German,01:34.6
Brawn,British,01:34.6
Minardi,Italian,01:34.6
HRT,Spanish,01:34.6
Toyota,Japanese,01:34.6
Toyota,Japanese,01:34.6
Ferrari,Italian,01:34.6
"Red Bull",Austrian,01:34.6
Ferrari,Italian,01:34.6
Toyota,Japanese,01:34.6
Toyota,Japanese,01:34.6
Renault,French,01:34.6
Williams,British,01:34.6
"Red Bull",Austrian,01:34.6
"Lotus F1",British,01:34.6
Toyota,Japanese,01:34.6
"Toro Rosso",Italian,01:34.6
Renault,French,01:34.6
"Force India",Indian,01:34.6
"Lotus F1",British,01:34.7
Jordan,Irish,01:34.7
Mercedes,German,01:34.7
Brawn,British,01:34.7
Sauber,Swiss,01:34.7
Minardi,Italian,01:34.7
HRT,Spanish,01:34.7
Mercedes,German,01:34.7
"Force India",Indian,01:34.7
"Red Bull",Austrian,01:34.8
"Force India",Indian,01:34.8
Williams,British,01:34.8
Ferrari,Italian,01:34.8
"Red Bull",Austrian,01:34.8
BAR,British,01:34.8
"Red Bull",Austrian,01:34.8
Williams,British,01:34.8
"BMW Sauber",German,01:34.8
"Lotus F1",British,01:34.8
Toyota,Japanese,01:34.8
Williams,British,01:34.8
Renault,French,01:34.8
"Force India",Indian,01:34.9
Lotus,Malaysian,01:34.9
Jaguar,British,01:34.9
Ferrari,Italian,01:34.9
McLaren,British,01:34.9
Jordan,Irish,01:34.9
"Red Bull",Austrian,01:34.9
Mercedes,German,01:34.9
Honda,Japanese,01:34.9
"Red Bull",Austrian,01:34.9
"Lotus F1",British,01:34.9
Renault,French,01:34.9
Toyota,Japanese,01:34.9
Brawn,British,01:34.9
"Haas F1 Team",American,01:34.9
Renault,French,01:34.9
"Red Bull",Austrian,01:35.0
Virgin,British,01:35.0
"Toro Rosso",Italian,01:35.0
Ferrari,Italian,01:35.0
Ferrari,Italian,01:35.0
HRT,Spanish,01:35.0
Renault,French,01:35.0
BAR,British,01:35.0
Minardi,Italian,01:35.0
"Toro Rosso",Italian,01:35.0
Marussia,Russian,01:35.0
Renault,French,01:35.0
"Toro Rosso",Italian,01:35.1
Renault,French,01:35.1
"Super Aguri",Japanese,01:35.1
Minardi,Italian,01:35.1
Williams,British,01:35.1
"Red Bull",Austrian,01:35.1
Sauber,Swiss,01:35.1
Ferrari,Italian,01:35.1
"Force India",Indian,01:35.1
Ferrari,Italian,01:35.1
"Red Bull",Austrian,01:35.1
McLaren,British,01:35.1
Ferrari,Italian,01:35.2
"Red Bull",Austrian,01:35.2
McLaren,British,01:35.2
Mercedes,German,01:35.2
Renault,French,01:35.2
"Force India",Indian,01:35.2
Toyota,Japanese,01:35.2
Mercedes,German,01:35.2
"Force India",Indian,01:35.2
McLaren,British,01:35.2
Renault,French,01:35.2
"Super Aguri",Japanese,01:35.3
"Spyker MF1",Dutch,01:35.3
Renault,French,01:35.3
"Lotus F1",British,01:35.3
Lotus,Malaysian,01:35.3
"Force India",Indian,01:35.3
"Toro Rosso",Italian,01:35.3
"Force India",Indian,01:35.3
"Super Aguri",Japanese,01:35.3
Mercedes,German,01:35.3
"Red Bull",Austrian,01:35.3
Jaguar,British,01:35.3
Renault,French,01:35.3
Ferrari,Italian,01:35.3
Toyota,Japanese,01:35.3
"Haas F1 Team",American,01:35.3
"Haas F1 Team",American,01:35.3
Mercedes,German,01:35.3
Toyota,Japanese,01:35.4
Williams,British,01:35.4
"Toro Rosso",Italian,01:35.4
Ferrari,Italian,01:35.4
"Red Bull",Austrian,01:35.4
Ferrari,Italian,01:35.4
"Manor Marussia",British,01:35.4
MF1,Russian,01:35.4
Williams,British,01:35.4
Mercedes,German,01:35.4
"Force India",Indian,01:35.4
Ferrari,Italian,01:35.4
"Toro Rosso",Italian,01:35.4
"BMW Sauber",German,01:35.4
"Toro Rosso",Italian,01:35.4
Renault,French,01:35.4
Sauber,Swiss,01:35.4
McLaren,British,01:35.4
"Lotus F1",British,01:35.4
"Red Bull",Austrian,01:35.4
Renault,French,01:35.4
Ferrari,Italian,01:35.4
"Force India",Indian,01:35.4
McLaren,British,01:35.5
MF1,Russian,01:35.5
McLaren,British,01:35.5
McLaren,British,01:35.5
Jordan,Irish,01:35.5
Renault,French,01:35.5
Ferrari,Italian,01:35.5
Sauber,Swiss,01:35.5
"Toro Rosso",Italian,01:35.5
McLaren,British,01:35.5
Sauber,Swiss,01:35.5
McLaren,British,01:35.5
"Lotus F1",British,01:35.5
Jordan,Irish,01:35.5
Minardi,Italian,01:35.5
Ferrari,Italian,01:35.5
Renault,French,01:35.5
"Toro Rosso",Italian,01:35.5
Mercedes,German,01:35.5
"Red Bull",Austrian,01:35.5
McLaren,British,01:35.5
Marussia,Russian,01:35.6
Minardi,Italian,01:35.6
Williams,British,01:35.6
Renault,French,01:35.6
McLaren,British,01:35.6
BAR,British,01:35.6
Williams,British,01:35.6
Honda,Japanese,01:35.6
Honda,Japanese,01:35.6
McLaren,British,01:35.6
"Super Aguri",Japanese,01:35.6
"Red Bull",Austrian,01:35.6
Mercedes,German,01:35.6
"Lotus F1",British,01:35.6
Ferrari,Italian,01:35.6
Williams,British,01:35.6
"Force India",Indian,01:35.6
"BMW Sauber",German,01:35.7
Renault,French,01:35.7
"Red Bull",Austrian,01:35.7
McLaren,British,01:35.7
Honda,Japanese,01:35.7
Toyota,Japanese,01:35.7
"Red Bull",Austrian,01:35.7
Jordan,Irish,01:35.7
"Red Bull",Austrian,01:35.7
"Toro Rosso",Italian,01:35.7
Williams,British,01:35.7
Mercedes,German,01:35.7
BAR,British,01:35.7
McLaren,British,01:35.8
Sauber,Swiss,01:35.8
Mercedes,German,01:35.8
Virgin,British,01:35.8
Williams,British,01:35.8
Toyota,Japanese,01:35.8
Mercedes,German,01:35.8
"BMW Sauber",German,01:35.8
"Force India",Indian,01:35.8
"Red Bull",Austrian,01:35.8
Honda,Japanese,01:35.8
Toyota,Japanese,01:35.8
"Haas F1 Team",American,01:35.8
Williams,British,01:35.9
McLaren,British,01:35.9
Renault,French,01:35.9
"BMW Sauber",German,01:35.9
Ferrari,Italian,01:35.9
McLaren,British,01:35.9
Williams,British,01:35.9
"BMW Sauber",German,01:35.9
"Toro Rosso",Italian,01:35.9
Ferrari,Italian,01:35.9
Ferrari,Italian,01:35.9
Williams,British,01:35.9
"Super Aguri",Japanese,01:35.9
Sauber,Swiss,01:35.9
"Toro Rosso",Italian,01:35.9
Jordan,Irish,01:35.9
Renault,French,01:35.9
Renault,French,01:35.9
MF1,Russian,01:35.9
McLaren,British,01:35.9
Toyota,Japanese,01:36.0
Minardi,Italian,01:36.0
"Lotus F1",British,01:36.0
Sauber,Swiss,01:36.0
"BMW Sauber",German,01:36.0
"Red Bull",Austrian,01:36.0
Ferrari,Italian,01:36.0
Ferrari,Italian,01:36.0
Ferrari,Italian,01:36.0
"Force India",Indian,01:36.0
Williams,British,01:36.0
Mercedes,German,01:36.0
"Spyker MF1",Dutch,01:36.0
Williams,British,01:36.0
"Force India",Indian,01:36.0
"Toro Rosso",Italian,01:36.0
Mercedes,German,01:36.1
McLaren,British,01:36.1
"Super Aguri",Japanese,01:36.1
Honda,Japanese,01:36.1
Williams,British,01:36.1
Mercedes,German,01:36.1
"Force India",Indian,01:36.1
"Red Bull",Austrian,01:36.1
McLaren,British,01:36.1
McLaren,British,01:36.1
"Haas F1 Team",American,01:36.1
Toyota,Japanese,01:36.1
McLaren,British,01:36.1
Ferrari,Italian,01:36.1
"Force India",Indian,01:36.2
Williams,British,01:36.2
Renault,French,01:36.2
Honda,Japanese,01:36.2
McLaren,British,01:36.2
Mercedes,German,01:36.2
"Red Bull",Austrian,01:36.2
McLaren,British,01:36.2
Renault,French,01:36.2
Toyota,Japanese,01:36.2
McLaren,British,01:36.3
Toyota,Japanese,01:36.3
Renault,French,01:36.3
McLaren,British,01:36.3
Williams,British,01:36.3
Williams,British,01:36.3
"Force India",Indian,01:36.3
Renault,French,01:36.3
Lotus,Malaysian,01:36.3
Ferrari,Italian,01:36.3
"Toro Rosso",Italian,01:36.3
"Super Aguri",Japanese,01:36.4
Toyota,Japanese,01:36.4
"Force India",Indian,01:36.4
Sauber,Swiss,01:36.4
"Red Bull",Austrian,01:36.4
Mercedes,German,01:36.4
Virgin,British,01:36.4
"Red Bull",Austrian,01:36.4
McLaren,British,01:36.4
"Red Bull",Austrian,01:36.4
Minardi,Italian,01:36.4
Sauber,Swiss,01:36.4
Sauber,Swiss,01:36.4
McLaren,British,01:36.5
"Force India",Indian,01:36.5
"BMW Sauber",German,01:36.5
Sauber,Swiss,01:36.5
Sauber,Swiss,01:36.5
Ferrari,Italian,01:36.5
Toyota,Japanese,01:36.5
"Toro Rosso",Italian,01:36.5
Lotus,Malaysian,01:36.5
Williams,British,01:36.5
"Force India",Indian,01:36.6
Virgin,British,01:36.6
Ferrari,Italian,01:36.6
McLaren,British,01:36.6
McLaren,British,01:36.6
Mercedes,German,01:36.6
Sauber,Swiss,01:36.6
McLaren,British,01:36.6
Minardi,Italian,01:36.6
Brawn,British,01:36.6
Ferrari,Italian,01:36.6
Jordan,Irish,01:36.6
Sauber,Swiss,01:36.6
Sauber,Swiss,01:36.6
Williams,British,01:36.6
Honda,Japanese,01:36.7
Ferrari,Italian,01:36.7
Renault,French,01:36.7
"Red Bull",Austrian,01:36.7
Sauber,Swiss,01:36.7
Sauber,Swiss,01:36.7
"Force India",Indian,01:36.7
"Red Bull",Austrian,01:36.7
Williams,British,01:36.7
"Force India",Indian,01:36.7
Sauber,Swiss,01:36.7
"Red Bull",Austrian,01:36.7
Jordan,Irish,01:36.7
McLaren,British,01:36.7
Toyota,Japanese,01:36.7
"Super Aguri",Japanese,01:36.7
Sauber,Swiss,01:36.7
Sauber,Swiss,01:36.7
Renault,French,01:36.7
"Manor Marussia",British,01:36.7
Williams,British,01:36.7
"Force India",Indian,01:36.7
Williams,British,01:36.8
"Red Bull",Austrian,01:36.8
Spyker,Dutch,01:36.8
Renault,French,01:36.8
"Red Bull",Austrian,01:36.8
Williams,British,01:36.8
Sauber,Swiss,01:36.8
"Force India",Indian,01:36.8
"Red Bull",Austrian,01:36.8
Williams,British,01:36.8
"Red Bull",Austrian,01:36.8
Ferrari,Italian,01:36.8
"Toro Rosso",Italian,01:36.9
Ferrari,Italian,01:36.9
"BMW Sauber",German,01:36.9
Minardi,Italian,01:36.9
"Red Bull",Austrian,01:36.9
Mercedes,German,01:36.9
"Lotus F1",British,01:36.9
Minardi,Italian,01:36.9
Ferrari,Italian,01:36.9
"Red Bull",Austrian,01:36.9
"Red Bull",Austrian,01:36.9
McLaren,British,01:36.9
Ferrari,Italian,01:36.9
Jaguar,British,01:36.9
Jaguar,British,01:36.9
Williams,British,01:36.9
Ferrari,Italian,01:37.0
Jaguar,British,01:37.0
Mercedes,German,01:37.0
Sauber,Swiss,01:37.0
McLaren,British,01:37.0
Williams,British,01:37.0
Renault,French,01:37.0
Renault,French,01:37.0
"Red Bull",Austrian,01:37.0
Ferrari,Italian,01:37.0
Ferrari,Italian,01:37.0
Mercedes,German,01:37.0
"Force India",Indian,01:37.0
"Force India",Indian,01:37.0
Renault,French,01:37.0
"Haas F1 Team",American,01:37.0
"Super Aguri",Japanese,01:37.1
"Red Bull",Austrian,01:37.1
Mercedes,German,01:37.1
"Lotus F1",British,01:37.1
Renault,French,01:37.1
Williams,British,01:37.1
"Red Bull",Austrian,01:37.1
Mercedes,German,01:37.1
Renault,French,01:37.1
"Toro Rosso",Italian,01:37.1
Caterham,Malaysian,01:37.1
"Red Bull",Austrian,01:37.1
"Force India",Indian,01:37.1
Mercedes,German,01:37.1
Mercedes,German,01:37.1
"Force India",Indian,01:37.1
"Haas F1 Team",American,01:37.2
Renault,French,01:37.2
"Toro Rosso",Italian,01:37.2
"Toro Rosso",Italian,01:37.2
"Super Aguri",Japanese,01:37.2
Ferrari,Italian,01:37.2
"Toro Rosso",Italian,01:37.2
Ferrari,Italian,01:37.2
Mercedes,German,01:37.2
Sauber,Swiss,01:37.2
Williams,British,01:37.2
Ferrari,Italian,01:37.2
McLaren,British,01:37.2
Ferrari,Italian,01:37.2
Minardi,Italian,01:37.2
Spyker,Dutch,01:37.2
"Force India",Indian,01:37.3
Caterham,Malaysian,01:37.3
Ferrari,Italian,01:37.3
Mercedes,German,01:37.3
"Toro Rosso",Italian,01:37.3
McLaren,British,01:37.3
Williams,British,01:37.4
Minardi,Italian,01:37.4
"Toro Rosso",Italian,01:37.4
"Toro Rosso",Italian,01:37.4
Williams,British,01:37.4
Mercedes,German,01:37.4
"Super Aguri",Japanese,01:37.4
"Red Bull",Austrian,01:37.4
Jordan,Irish,01:37.4
"Toro Rosso",Italian,01:37.4
"Red Bull",Austrian,01:37.4
Toyota,Japanese,01:37.4
Williams,British,01:37.4
Mercedes,German,01:37.4
"Force India",Indian,01:37.4
"Force India",Indian,01:37.4
"Toro Rosso",Italian,01:37.4
"Force India",Indian,01:37.4
"Toro Rosso",Italian,01:37.4
"Red Bull",Austrian,01:37.4
Marussia,Russian,01:37.4
Jordan,Irish,01:37.4
"BMW Sauber",German,01:37.4
"Toro Rosso",Italian,01:37.5
Ferrari,Italian,01:37.5
Ferrari,Italian,01:37.5
Brawn,British,01:37.5
Williams,British,01:37.5
"Toro Rosso",Italian,01:37.5
"Haas F1 Team",American,01:37.5
Ferrari,Italian,01:37.5
Williams,British,01:37.5
Williams,British,01:37.5
"Toro Rosso",Italian,01:37.5
Jordan,Irish,01:37.5
"Red Bull",Austrian,01:37.5
Caterham,Malaysian,01:37.5
"Toro Rosso",Italian,01:37.5
"Force India",Indian,01:37.5
Lotus,Malaysian,01:37.6
"Lotus F1",British,01:37.6
"Force India",Indian,01:37.6
Renault,French,01:37.6
Minardi,Italian,01:37.6
McLaren,British,01:37.6
Caterham,Malaysian,01:37.6
Mercedes,German,01:37.6
Renault,French,01:37.6
"Toro Rosso",Italian,01:37.6
Williams,British,01:37.6
Williams,British,01:37.6
Williams,British,01:37.6
Toyota,Japanese,01:37.6
Williams,British,01:37.6
"Haas F1 Team",American,01:37.6
"Toro Rosso",Italian,01:37.6
Williams,British,01:37.7
"Lotus F1",British,01:37.7
"Red Bull",Austrian,01:37.7
McLaren,British,01:37.7
"Haas F1 Team",American,01:37.7
"Toro Rosso",Italian,01:37.7
McLaren,British,01:37.7
McLaren,British,01:37.7
Williams,British,01:37.7
"Red Bull",Austrian,01:37.7
"Toro Rosso",Italian,01:37.7
Ferrari,Italian,01:37.7
Ferrari,Italian,01:37.8
Renault,French,01:37.8
McLaren,British,01:37.8
Ferrari,Italian,01:37.8
"Force India",Indian,01:37.8
McLaren,British,01:37.8
Honda,Japanese,01:37.8
"Red Bull",Austrian,01:37.8
Williams,British,01:37.8
Williams,British,01:37.8
"Red Bull",Austrian,01:37.8
Honda,Japanese,01:37.8
"Haas F1 Team",American,01:37.8
Williams,British,01:37.8
Ferrari,Italian,01:37.8
Mercedes,German,01:37.8
"Haas F1 Team",American,01:37.9
Williams,British,01:37.9
Renault,French,01:37.9
"Toro Rosso",Italian,01:37.9
Mercedes,German,01:37.9
Ferrari,Italian,01:37.9
"Lotus F1",British,01:37.9
McLaren,British,01:37.9
"Toro Rosso",Italian,01:37.9
McLaren,British,01:37.9
"Toro Rosso",Italian,01:37.9
BAR,British,01:37.9
"Red Bull",Austrian,01:37.9
"Force India",Indian,01:37.9
"Force India",Indian,01:37.9
Mercedes,German,01:37.9
Williams,British,01:37.9
"Force India",Indian,01:37.9
Williams,British,01:38.0
McLaren,British,01:38.0
Marussia,Russian,01:38.0
Sauber,Swiss,01:38.0
McLaren,British,01:38.0
"Toro Rosso",Italian,01:38.0
Ferrari,Italian,01:38.0
Renault,French,01:38.0
Renault,French,01:38.0
Toyota,Japanese,01:38.0
Caterham,Malaysian,01:38.0
"Manor Marussia",British,01:38.0
Marussia,Russian,01:38.0
"Force India",Indian,01:38.0
Renault,French,01:38.0
"Force India",Indian,01:38.1
Mercedes,German,01:38.1
Ferrari,Italian,01:38.1
McLaren,British,01:38.1
Mercedes,German,01:38.1
"Red Bull",Austrian,01:38.1
Sauber,Swiss,01:38.1
Mercedes,German,01:38.1
"Lotus F1",British,01:38.1
Sauber,Swiss,01:38.1
"Red Bull",Austrian,01:38.1
Williams,British,01:38.1
Sauber,Swiss,01:38.1
Mercedes,German,01:38.1
Caterham,Malaysian,01:38.1
Renault,French,01:38.1
Williams,British,01:38.1
"Toro Rosso",Italian,01:38.1
"Red Bull",Austrian,01:38.1
"Force India",Indian,01:38.2
